weight strategy	cnn keep prob	cnn filter shapes	cnn pool	do attention	norm type	dnn nonlin	zscore	opt/ lr	lr decay rate	lr decay delay	input keep prob	grad clip	exclude pre onsets	exclude post onsets	Pooling Method	do transformer	d model	num transformer layers	num heads	ff dim	micro xentropy avg	micro pos xentropy avg	micro auroc	micro auprc	micro fscore	micro precision	micro recall	micro threshold	micro accuracy	perchart xentropy avg	perchart xentropy avg sd	perchart xentropy avg min	perchart xentropy avg max	perchart pos xentropy avg	perchart pos xentropy avg sd	perchart pos xentropy avg min	perchart pos xentropy avg max	perchart auroc	perchart auroc sd	perchart auroc min	perchart auroc max	perchart auprc	perchart auprc sd	perchart auprc min	perchart auprc max	perchart fscore	perchart fscore sd	perchart fscore min	perchart fscore max	perchart precision	perchart precision sd	perchart precision min	perchart precision max	perchart recall	perchart recall sd	perchart recall min	perchart recall max	perchart threshold	perchart threshold sd	perchart threshold min	perchart threshold max	perchart accuracy	perchart accuracy sd	perchart accuracy min	perchart accuracy max	perchart perplexity	perchart perplexity sd	perchart perplexity min	perchart perplexity max	perchart density rel	perchart density rel sd	perchart density rel min	perchart density rel max	perchart fscore diff perchart	perchart fscore diff perchart sd	perchart fscore diff perchart min	perchart fscore diff perchart max	perchart precision diff perchart	perchart precision diff perchart sd	perchart precision diff perchart min	perchart precision diff perchart max	perchart recall diff perchart	perchart recall diff perchart sd	perchart recall diff perchart min	perchart recall diff perchart max	perchart threshold diff perchart	perchart threshold diff perchart sd	perchart threshold diff perchart min	perchart threshold diff perchart max	perchart fscore all perchart	perchart fscore all perchart sd	perchart fscore all perchart min	perchart fscore all perchart max	perchart precision all perchart	perchart precision all perchart sd	perchart precision all perchart min	perchart precision all perchart max	perchart recall all perchart	perchart recall all perchart sd	perchart recall all perchart min	perchart recall all perchart max	perchart threshold all perchart	perchart threshold all perchart sd	perchart threshold all perchart min	perchart threshold all perchart max	perchart fscore diff micro	perchart fscore diff micro sd	perchart fscore diff micro min	perchart fscore diff micro max	perchart precision diff micro	perchart precision diff micro sd	perchart precision diff micro min	perchart precision diff micro max	perchart recall diff micro	perchart recall diff micro sd	perchart recall diff micro min	perchart recall diff micro max	perchart threshold diff micro	perchart threshold diff micro sd	perchart threshold diff micro min	perchart threshold diff micro max	perchart fscore all micro	perchart fscore all micro sd	perchart fscore all micro min	perchart fscore all micro max	perchart precision all micro	perchart precision all micro sd	perchart precision all micro min	perchart precision all micro max	perchart recall all micro	perchart recall all micro sd	perchart recall all micro min	perchart recall all micro max	perchart threshold all micro	perchart threshold all micro sd	perchart threshold all micro min	perchart threshold all micro max	rnn cell type	dnn keep prob	rnn keep prob	eval type
last	0.9	"3,3,16,3,3,32,3,3,64"	"2,2,1,1"	FALSE	none	relu	FALSE	sgd/0.01	0.1	0	1	1	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.9608521	0.98052912	0.84610023	0.818222824	0.804078014	0.832874197	0.275059	0.984638695	0.0976807	0.022882758	0.07008205	0.13094518	0.9503403	2.72E-01	0.57847667	1.5738533	0.980694487	0.008059073	0.963660736	0.991401519	0.8441728	0.055084536	0.768351885	0.935775605	0.822263326	0.037519924	0.757219251	0.856860809	0.803767843	0.067909149	0.671726755	0.875739645	0.846154088	0.035810775	0.804560261	0.923404255	0.29039487	0.13058184	0.15805806	0.60774946	0.984754477	0.005123446	0.973998595	0.989596039	1.1029	0.025323417	1.0725962	1.1399052	1.061533436	0.113117398	0.920145191	1.291666667	0.815725429	0.038590328	0.746400886	0.855409505	0.803046395	0.069146824	0.680808081	0.892265193	0.834110591	0.04596758	0.755700326	0.9	0.30202556	0.080616914	0.21913923	0.385062	0.815675201	0.037304942	0.75664187	0.853731343	0.807856067	0.08898255	0.667917448	0.921944035	0.834011289	0.051794773	0.771324864	0.912765957	0.30047703	0.001243518	0.29916942	0.3029556	0.813552032	0.041095858	0.74015748	0.851020408	0.800425952	0.064256792	0.683991684	0.883064516	0.831308101	0.048142641	0.737785016	0.887234043	0.3078223	0.1108527	0.19560944	0.4241013	0.81573213	0.039188537	0.752620545	0.855172414	0.802649003	0.090443393	0.657509158	0.917151163	0.840012449	0.052444093	0.773139746	0.923404255	0.2851559	0.003267366	0.28216603	0.29250282		gru	0.5	0.5	hamming
rect	0.9	"5,3,10,3,3,20"	"2,2,1,1"	TRUE	none	sigmoid	TRUE	adagrad/0.01	0.25	0	0.7	2.5	FALSE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.96067744	0.982567549	0.847308567	0.811941649	0.800089146	0.824150597	0.30003616	0.984152698	0.09812719	0.023008725	0.072768226	0.13459086	0.9479157	2.21E-01	0.5730519	1.4068667	0.982968106	0.008210809	0.964386269	0.992640402	0.846902246	0.057445751	0.765433058	0.935838945	0.817455896	0.039830057	0.751121076	0.859683794	0.811017372	0.071407769	0.69214876	0.897119342	0.828273364	0.037592323	0.802931596	0.925531915	0.3392533	0.11152559	0.22540481	0.57815653	0.98462112	0.005187953	0.973208011	0.989811294	1.1033962	0.025521105	1.0754813	1.1440686	1.029644196	0.104670569	0.904466501	1.18627451	0.806303664	0.040075089	0.747497219	0.850361197	0.784929195	0.059919206	0.684317719	0.87007874	0.832145504	0.042338197	0.732899023	0.876595745	0.30575836	0.1314291	0.17356263	0.44178456	0.808911572	0.043504637	0.743991641	0.858555885	0.79809996	0.096245306	0.64845173	0.923190547	0.831062075	0.049862372	0.775434243	0.923404255	0.3050195	0.002279289	0.30330044	0.31090888	0.809486123	0.041570944	0.744734625	0.849428868	0.80486526	0.066651345	0.696390658	0.899860918	0.818089779	0.044678826	0.719869707	0.870212766	0.35042048	0.11562744	0.23314248	0.4699871	0.807829408	0.044000283	0.738366081	0.852105779	0.789331413	0.09714484	0.638640429	0.922401171	0.838608819	0.047456415	0.781637717	0.925531915	0.2820329	0.001282356	0.2803583	0.28419137		lstm	0.5	0.5	hamming
rect	0.7	"3,3,16,3,3,32"	"2,2,2,2"	FALSE	none	sigmoid	TRUE	sgd/0.01	0.1	2	0.7	1	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.9396135	0.980980073	0.851962226	0.815608436	0.801596098	0.830119376	0.27770725	0.98441952	0.09920671	0.024009982	0.0699662	0.13843876	0.9329216	2.17E-01	0.55339366	1.3554448	0.981109495	0.006677116	0.966211661	0.990379715	0.849284319	0.056493837	0.759741976	0.936608732	0.816907734	0.041262518	0.740818468	0.860040568	0.816879298	0.081526986	0.647706422	0.922413793	0.823502656	0.038823679	0.773743017	0.90212766	0.33726466	0.12464735	0.20589349	0.6197463	0.984681687	0.005012676	0.97417428	0.990098299	1.1046139	0.0266498	1.0724719	1.1484793	1.021230887	0.140270922	0.863523573	1.335784314	0.81085435	0.04539492	0.723059096	0.858307849	0.806191438	0.0685778	0.685714286	0.896551724	0.819030253	0.04623939	0.752442997	0.895744681	0.3186081	0.0862721	0.23164831	0.40547627	0.808821377	0.044126663	0.729281768	0.854043393	0.80682482	0.09251522	0.663983903	0.933135215	0.819979188	0.050532763	0.760435572	0.921276596	0.32223523	0.003372123	0.31867793	0.3284787	0.809152784	0.043838251	0.72849162	0.856573705	0.790579842	0.071207435	0.669404517	0.882037534	0.833113176	0.043999107	0.771986971	0.914893617	0.28002924	0.06795747	0.21103176	0.35536107	0.811443009	0.042655915	0.738624339	0.852589641	0.794349992	0.092340755	0.64990689	0.917142857	0.839225109	0.045897739	0.784029038	0.929787234	0.27196074	0.002237624	0.27006164	0.27724224		gru	0.5	0.5	hamming
rect	0.7	"5,3,10,3,3,20"	"1,2,1,2,1,2"	TRUE	layer	relu	FALSE	adagrad/0.001	0.75	2	0.9	1	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.9917183	0.979673307	0.833375254	0.811695906	0.827372437	0.796602388	0.35804197	0.984657754	0.09922206	0.018681671	0.077699594	0.12919521	0.9651027	2.61E-01	0.5513831	1.4997716	0.98015207	0.007451703	0.965427689	0.991286976	0.838563842	0.066181652	0.716968975	0.933877699	0.825378913	0.042047439	0.749213012	0.864541833	0.808301315	0.082455737	0.655045872	0.899451554	0.849918673	0.035471821	0.807622505	0.923404255	0.30552465	0.13436845	0.101953834	0.549378	0.984995527	0.005383562	0.973647224	0.990241802	1.1045048	0.020713955	1.0807979	1.1379123	1.064964238	0.138033343	0.909255898	1.335784314	0.812326015	0.04133921	0.739606127	0.853360489	0.811592684	0.079232021	0.66798419	0.933534743	0.82088177	0.056592342	0.716612378	0.891489362	0.33539635	0.10306794	0.23050791	0.4390092	0.809864563	0.043709341	0.736625514	0.863681592	0.817827847	0.101543265	0.634751773	0.959322034	0.817423727	0.074035599	0.702233251	0.923404255	0.33525425	0.001500708	0.33378237	0.33778793	0.813041878	0.041144911	0.740576497	0.853061224	0.813339267	0.075231371	0.67611336	0.931343284	0.819849524	0.057231493	0.706840391	0.889361702	0.34475738	0.12194005	0.22042868	0.4674614	0.807034353	0.038708237	0.745689655	0.853090172	0.834898788	0.097691499	0.665384615	0.973166369	0.795347738	0.074629297	0.674937965	0.895744681	0.41521838	0.00499803	0.41021404	0.42771187		gru	0.5	0.5	hamming
rect	1	"7,3,10,3,3,20"	"2,2,2,2"	TRUE	none	relu	FALSE	adagrad/0.01	0.5	2	1	1	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.99650973	0.981817182	0.856785999	0.812675582	0.795949813	0.830119376	0.25061795	0.984114581	0.09945788	0.029617548	0.061151017	0.14957471	1.0273101	2.59E-01	0.6757956	1.3272781	0.981602102	0.00650047	0.967393367	0.990531465	0.840726163	0.059393771	0.742424722	0.940461762	0.813408141	0.043433114	0.7239636	0.85875	0.790656481	0.084239772	0.616179002	0.896341463	0.846269059	0.04717931	0.781758958	0.925531915	0.24306524	0.08486432	0.09532149	0.35028282	0.984021376	0.004721807	0.975140548	0.989093779	1.105057	0.032787986	1.0630594	1.1613402	1.086856777	0.164053288	0.89292196	1.424019608	0.80372804	0.05246295	0.689987937	0.85477707	0.81069054	0.067130983	0.679334917	0.902892562	0.799164445	0.054768463	0.700980392	0.868085106	0.3297293	0.014779295	0.3134106	0.3463944	0.802130445	0.051264113	0.692588092	0.85225111	0.809988099	0.062582482	0.686746988	0.901030928	0.79640876	0.05541456	0.698529412	0.864130435	0.32964516	0.003517383	0.32718325	0.3363954	0.806476808	0.05010124	0.697290931	0.854232973	0.804520812	0.070052333	0.671201814	0.902892562	0.811357131	0.05042908	0.725490196	0.889361702	0.30544913	0.03507765	0.2683547	0.3447494	0.801958179	0.05237818	0.691176471	0.854232973	0.812887809	0.062968663	0.691176471	0.902892562	0.793329492	0.057316406	0.691176471	0.862318841	0.33974594	0.002214444	0.3372165	0.3447494		gru	0.5	0.5	hamming
rect	0.9	"3,3,16,3,3,32,3,3,64"	"2,2,2,2"	FALSE	none	relu	FALSE	adagrad/0.1	1	0	0.8	1	FALSE	FALSE	max	FALSE	N/A	N/A	N/A	N/A		0.14034325	1.7942843	0.979897053	0.842442413	0.800176737	0.771130509	0.831496786	0.09979532	0.982761414	0.14221147	0.04504341	0.08012912	0.20968275	1.8388777	5.31E-01	1.2312822	2.769469	0.979945666	0.010539442	0.956310114	0.99111129	0.822623931	0.058591152	0.717655891	0.924650875	0.80355523	0.035813528	0.741693462	0.852195424	0.772921724	0.065135904	0.659047619	0.856015779	0.840857686	0.028064309	0.787658802	0.882978723	0.1320283	0.11465619	0.036157064	0.415531	0.98304441	0.004652578	0.973208011	0.988519768	1.1539901	0.051957566	1.083427	1.2332867	1.096521169	0.107505988	0.920145191	1.286764706	0.793526285	0.035837375	0.726231386	0.844616377	0.789361245	0.065258543	0.68172043	0.879194631	0.801618057	0.035477009	0.755700326	0.846808511	0.16542387	0.067398034	0.09710774	0.233864	0.789037536	0.041229443	0.714110429	0.849747475	0.789804924	0.05336474	0.714987715	0.86503856	0.791024929	0.052029913	0.705211726	0.862318841	0.16654943	0.002490067	0.16395053	0.17095941	0.795355063	0.037291837	0.726659168	0.849104859	0.782991053	0.066413212	0.671517672	0.875989446	0.812242326	0.036374482	0.763843648	0.865957447	0.14649215	0.060712054	0.084993795	0.20737723	0.789372664	0.040676418	0.715686275	0.849211356	0.789837439	0.052963866	0.715686275	0.863928113	0.791680464	0.051673317	0.705211726	0.862318841	0.16571116	0.002988644	0.16295739	lstm	0.5	0.5	hamming
rect	0.7	"7,2,16,5,2,32"	"1,2,1,2"	TRUE	layer	tanh	FALSE	sgd/0.001	0.95	2	1	5	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.9990442	0.981752806	0.832250316	0.808614565	0.78288908	0.836088154	0.24650232	0.983571408	0.100044064	0.020551693	0.07328094	0.12962095	0.98116106	2.42E-01	0.62671995	1.5236762	0.98190824	0.007263151	0.966635251	0.99205797	0.831594525	0.069589868	0.711643944	0.932118999	0.817346571	0.047407514	0.719222462	0.856102004	0.787820042	0.073422403	0.642857143	0.871892925	0.852909899	0.036057975	0.811074919	0.931914894	0.27031338	0.14024132	0.115818344	0.552102	0.984222003	0.005257215	0.973822909	0.989309034	1.1054535	0.022791294	1.0760328	1.1383969	1.091325628	0.10169335	0.949183303	1.269607843	0.804559901	0.047312531	0.707070707	0.849451645	0.772552831	0.084846814	0.60137457	0.875	0.847741342	0.045971213	0.762214984	0.906382979	0.2459549	0.07850474	0.16647439	0.3270792	0.806028964	0.049240572	0.704854369	0.854330709	0.781306407	0.102015054	0.583601286	0.907894737	0.846182159	0.053798396	0.770471464	0.923404255	0.24633458	0.002784996	0.2440249	0.25187418	0.805402558	0.046836756	0.707441386	0.847729297	0.780430329	0.086509974	0.605584642	0.88365651	0.840843153	0.048079291	0.758957655	0.9	0.26491442	0.07230815	0.19092792	0.3433295	0.80355794	0.050158867	0.700280112	0.852140078	0.762768511	0.101858075	0.56561086	0.882434302	0.86396997	0.052797937	0.791563275	0.931914894	0.19146994	0.002337779	0.19004738	0.19756754		rnn	1	0.5	hamming
rect	1	"3,3,16,3,3,32"	"2,2,1,1"	TRUE	none	sigmoid	FALSE	sgd/0.01	0.5	0	0.7	1	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.8955777	0.982673098	0.840647306	0.813791554	0.796613896	0.831726354	0.26871008	0.984200345	0.10040574	0.022372624	0.074147865	0.13435176	0.8820337	2.37E-01	0.49821013	1.3761302	0.982928488	0.005494998	0.972178349	0.991479724	0.842034224	0.060556076	0.7562302	0.935773578	0.819079317	0.039847315	0.749450549	0.864341085	0.81165583	0.080925161	0.679282869	0.901617251	0.833235842	0.040077379	0.782214156	0.908510638	0.32517427	0.08234755	0.19591036	0.4845628	0.984764022	0.004964224	0.973471539	0.989596039	1.1058972	0.024882417	1.076966	1.143795	1.038857175	0.130072332	0.874371859	1.230392157	0.812776491	0.040386474	0.742596811	0.863606981	0.798408609	0.063205843	0.693617021	0.90148448	0.831281635	0.044180666	0.750814332	0.887234043	0.319233	0.12086161	0.19788627	0.44617394	0.810205356	0.039202061	0.744886975	0.84729064	0.806751891	0.094868646	0.664107486	0.926974665	0.825136316	0.05414365	0.754990926	0.914893617	0.31752294	0.002127773	0.31547514	0.32206127	0.812574343	0.039724485	0.747519294	0.858447489	0.794598406	0.073028265	0.679358717	0.905089409	0.837066918	0.04356381	0.771986971	0.908510638	0.29213881	0.078413635	0.21283309	0.38007465	0.810983673	0.039978548	0.746081505	0.855053191	0.794142983	0.094578617	0.650273224	0.921203438	0.840324961	0.051830895	0.765880218	0.929787234	0.2702587	0.001889494	0.26803097	0.2735165		lstm	1	1	hamming
last	0.8	"3,3,16,3,3,32"	"1,2,1,2,1,2"	TRUE	layer	sigmoid	TRUE	adagrad/0.01	0.25	0	0.8	5	TRUE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.9199351	0.984243328	0.845800152	0.818539768	0.802559012	0.835169881	0.2888913	0.984629166	0.10046022	0.018795539	0.07759987	0.12690727	0.9111769	2.38E-01	0.5034611	1.3979608	0.984535945	0.004837685	0.975398608	0.991203873	0.844664871	0.067722261	0.7253692	0.946945235	0.821203774	0.041376371	0.75	0.867158672	0.80059051	0.065056926	0.69375	0.88028169	0.845777693	0.034144148	0.816176471	0.923404255	0.2937377	0.111557126	0.10996602	0.4763659	0.984872702	0.004579135	0.974789178	0.989380785	1.1058753	0.020829005	1.0806901	1.1353117	1.062698337	0.086251943	0.951423786	1.176470588	0.812994387	0.041765812	0.744704571	0.859354839	0.793408952	0.068368826	0.683026585	0.89516129	0.837577826	0.039167758	0.765472313	0.89787234	0.3023429	0.095070556	0.20649281	0.39952722	0.814113806	0.043517464	0.748945148	0.855160451	0.799895042	0.09532441	0.657407407	0.923410405	0.839209707	0.044146694	0.784029038	0.919148936	0.30221552	0.001424624	0.30109453	0.3054115	0.811774547	0.042153814	0.740740741	0.857877814	0.784258359	0.072401613	0.666666667	0.890520694	0.846045592	0.035836649	0.783387622	0.904255319	0.275775	0.07964776	0.19424358	0.35841614	0.81344356	0.042701492	0.747624076	0.855902778	0.801870234	0.095454494	0.6567718	0.92804699	0.835865956	0.044993425	0.780399274	0.917021277	0.31259343	0.002480667	0.30991176	0.3170949		gru	1	0.5	hamming
last	0.9	"5,3,10,3,3,20"	"1,3,1,3"	FALSE	layer	sigmoid	TRUE	adagrad/0.01	0.5	2	1	5	TRUE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.896976	0.983038908	0.862884244	0.819827976	0.808482143	0.831496786	0.3134326	0.984829282	0.100564465	0.02464087	0.068275556	0.1314453	0.9122138	2.34E-01	0.5650062	1.2763112	0.982682303	0.008256576	0.964799767	0.992932039	0.853826163	0.056184845	0.763775309	0.950142016	0.82234016	0.041021865	0.745054945	0.877435575	0.812546668	0.077251596	0.675298805	0.919921875	0.838173707	0.041620046	0.787709497	0.919148936	0.3324626	0.13855207	0.16541427	0.60981727	0.985079751	0.004704572	0.974437807	0.989704466	1.1061304	0.027214635	1.0706602	1.1404756	1.042268342	0.121938447	0.857621441	1.230392157	0.811347261	0.046964702	0.72	0.87001287	0.802136233	0.064514826	0.692307692	0.903743316	0.823626917	0.049651467	0.741042345	0.882978723	0.32856816	0.045824066	0.28057247	0.37762028	0.813847946	0.042409677	0.733485194	0.864583333	0.804439539	0.07268701	0.685106383	0.909589041	0.827891571	0.040810092	0.765472313	0.891489362	0.329125	0.002825326	0.3261523	0.3359168	0.814433265	0.040996549	0.743362832	0.866233766	0.795972771	0.075822349	0.677419355	0.908719346	0.839124313	0.037613323	0.783387622	0.908510638	0.30262128	0.013382872	0.2881293	0.31739202	0.814503848	0.041515746	0.738738739	0.867313916	0.799200987	0.07254979	0.683333333	0.906630582	0.834855941	0.037420006	0.7752443	0.895744681	0.31107283	0.000817714	0.31037405	0.31247768		gru	1	0.5	hamming
rect	0.9	"5,3,10,3,3,20"	"1,2,1,2"	FALSE	layer	relu	FALSE	sgd/0.01	0.5	0	0.8	2.5	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	1.0256346	0.983521086	0.854303146	0.8125	0.804455446	0.820707071	0.27368155	0.98427658	0.100580625	0.02755094	0.064811245	0.13759159	1.0597115	2.82E-01	0.69674236	1.4105805	0.983251931	0.007458145	0.967745552	0.99326091	0.840657264	0.058685112	0.750392126	0.934151316	0.817266337	0.041606747	0.738589212	0.864831039	0.796952397	0.072704899	0.64028777	0.872474747	0.844394582	0.042633663	0.765472313	0.923404255	0.27368787	0.10357215	0.10328465	0.47077364	0.984510522	0.004445055	0.975404076	0.988950276	1.1062324	0.03045646	1.0669577	1.1475068	1.070633826	0.133920797	0.954627949	1.362745098	0.804616871	0.053843465	0.684085511	0.859671302	0.791575848	0.071530998	0.66359447	0.87628866	0.821338794	0.056645321	0.705882353	0.876811594	0.26361024	0.03295514	0.22951415	0.29768533	0.803502799	0.056298862	0.674816626	0.862842893	0.790291782	0.063327326	0.673170732	0.86716792	0.81937328	0.063951767	0.676470588	0.884057971	0.2646574	0.00184923	0.26244456	0.26851994	0.80437179	0.055161835	0.680952381	0.86326402	0.790195144	0.070646795	0.662037037	0.877080666	0.821989842	0.057948718	0.700980392	0.876811594	0.2614856	0.028326893	0.23255566	0.29097804	0.803240376	0.057452014	0.669987547	0.862720403	0.798420229	0.063173336	0.681012658	0.875959079	0.810441994	0.067091651	0.659313725	0.878623188	0.2897336	0.003125617	0.28781217	0.29773188		lstm	0.5	0.5	hamming
rect	0.7	"7,2,16,5,2,32"	"2,2"	FALSE	none	sigmoid	TRUE	adagrad/0.01	0.75	0	0.7	1	TRUE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.87788755	0.982525409	0.854013278	0.816875919	0.805128205	0.828971534	0.30767453	0.984571989	0.10123131	0.022952791	0.06987281	0.1316995	0.8766581	2.09E-01	0.5919104	1.276895	0.982847774	0.008915953	0.962817832	0.991349382	0.847215021	0.061423817	0.755026312	0.940243889	0.821542447	0.043212254	0.741418764	0.865291262	0.80841381	0.063520233	0.69527897	0.886524823	0.838117796	0.044836924	0.793103448	0.929787234	0.33394605	0.14891367	0.15435815	0.6436323	0.984906358	0.005177452	0.973647224	0.989811294	1.1068239	0.025381783	1.0723717	1.1407654	1.042272133	0.086890638	0.903811252	1.161702128	0.812802591	0.043710717	0.73442623	0.855850032	0.793623403	0.073757057	0.662721893	0.893387314	0.838221221	0.045073116	0.75732899	0.90212766	0.297019	0.027081596	0.26834998	0.32561272	0.812903895	0.044329921	0.734341253	0.856	0.795840363	0.080202714	0.656370656	0.896978022	0.837277599	0.045010607	0.768729642	0.910638298	0.29867676	0.002874811	0.29549286	0.30517137	0.813044695	0.043275031	0.735930736	0.856	0.797567631	0.079533259	0.658914729	0.899031812	0.83571382	0.045228411	0.768729642	0.910638298	0.3047246	0.002261079	0.30190307	0.3077425	0.813341024	0.04299867	0.736728061	0.856	0.798228795	0.078751388	0.660194175	0.899031812	0.835510237	0.045532109	0.767100977	0.910638298	0.3069449	0.002255396	0.30517137	0.31247124		gru	0.5	0.5	hamming
last	0.8	"9,5,10,5,4,20"	"1,2,1,2"	FALSE	none	tanh	TRUE	adagrad/0.001	0.25	2	0.8	2.5	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	1.1503357	0.980250859	0.835926208	0.804461796	0.782382296	0.827823691	0.18336013	0.983295057	0.10123511	0.02617188	0.06679278	0.1457876	1.129339	2.39E-01	0.7852856	1.6313556	0.98031994	0.009694539	0.957713949	0.990900531	0.833274497	0.068561878	0.700638985	0.927920775	0.814584422	0.04139935	0.740484429	0.858835143	0.809124966	0.066459403	0.699346405	0.886	0.823820098	0.045155261	0.770358306	0.925531915	0.26553574	0.13241903	0.10006411	0.50015867	0.984347592	0.005467113	0.973295854	0.989739542	1.1069173	0.029134674	1.0690739	1.1569505	1.024742239	0.096736239	0.907441016	1.155319149	0.801628325	0.047238491	0.717479675	0.852226721	0.777154173	0.085763924	0.612847222	0.891701828	0.836919632	0.053179446	0.731270358	0.895744681	0.19088228	0.047518257	0.1430627	0.24134573	0.801639601	0.049432752	0.708209693	0.856858847	0.78155566	0.100734339	0.593698176	0.914670659	0.835685573	0.054214475	0.758064516	0.917021277	0.19159362	0.002342273	0.18870984	0.19622444	0.80259042	0.046313198	0.724245578	0.850409836	0.787594701	0.084114571	0.629294756	0.901591896	0.827120149	0.056653992	0.71009772	0.882978723	0.21724516	0.054777343	0.16172124	0.27611354	0.80108778	0.052455396	0.701273262	0.857988166	0.774029843	0.102427434	0.584013051	0.906841339	0.843135617	0.052415329	0.771986971	0.925531915	0.17194262	0.00136777	0.17031151	0.17478372		lstm	1	1	hamming
last	0.7	"5,5,32"	"2,2,1,1"	TRUE	none	sigmoid	FALSE	sgd/0.01	1	0	0.8	5	TRUE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.89225644	0.981232016	0.843730951	0.812284411	0.788166703	0.837924702	0.30196664	0.983923994	0.10142266	0.021566052	0.0701087	0.13057783	0.89088744	2.41E-01	0.53082407	1.3892033	0.981224203	0.009486015	0.960400816	0.992275444	0.838266595	0.06050222	0.756766858	0.935172775	0.821564906	0.037699182	0.751369113	0.855608592	0.809721184	0.074483706	0.679207921	0.936863544	0.83933391	0.038179057	0.770519263	0.9	0.35079956	0.12384684	0.15241069	0.5382453	0.984680884	0.005523693	0.973295854	0.990148878	1.1070018	0.023862539	1.0726248	1.1394867	1.046726225	0.116472224	0.822445561	1.237745098	0.809538386	0.038027972	0.749445676	0.846846847	0.784569566	0.063635244	0.684210526	0.869649805	0.840273481	0.041209162	0.762214984	0.9	0.31472325	0.038219918	0.27521363	0.35378549	0.807868523	0.036873338	0.748917749	0.842942346	0.785422772	0.07393836	0.670542636	0.877358491	0.837888586	0.03900426	0.786644951	0.90212766	0.31695879	0.00276678	0.31376278	0.32246378	0.808578728	0.038017363	0.748373102	0.845859873	0.77935762	0.069386001	0.671206226	0.871345029	0.845127044	0.036869055	0.781758958	0.90212766	0.29860717	0.02171995	0.27598196	0.32257283	0.808216475	0.036791508	0.749729144	0.843781095	0.786404902	0.073496498	0.67184466	0.877358491	0.83748142	0.039550248	0.783387622	0.90212766	0.31877387	0.001780397	0.3170962	0.32246378		gru	0.5	0.5	hann
rect	1	"3,3,16,3,3,32"	"1,2,1,2,1,2"	TRUE	none	relu	FALSE	adagrad/0.1	0.75	0	0.7	2.5	FALSE	TRUE	min	FALSE	N/A	N/A	N/A	N/A		0.18548013	2.3910682	0.980511399	0.835861988	0.789341263	0.786463081	0.792240588	0.10142456	0.982446945	0.18796498	0.06930782	0.094378	0.3029471	2.4411142	7.34E-01	1.567934	3.4241104	0.980522918	0.008894709	0.959078474	0.988951953	0.825002405	0.051214377	0.758309716	0.922950449	0.804519107	0.030077998	0.756756757	0.839898348	0.788733119	0.058501486	0.676300578	0.860677083	0.8258136	0.043727078	0.752442997	0.90212766	0.18049587	0.18882395	0.009235852	0.5657989	0.983368167	0.004663251	0.973910752	0.988889712	1.2097049	0.08436985	1.0989751	1.353843	1.05479302	0.117630631	0.912885662	1.272058824	0.794128121	0.033211027	0.734375	0.835377663	0.775847597	0.054666	0.684738956	0.870794078	0.818748063	0.055496499	0.688925081	0.882681564	9.57E-02	6.19E-02	3.34E-02	0.16219518	0.783846701	0.041537698	0.700554529	0.838832487	0.778234885	0.045163967	0.716216216	0.858441558	0.79661857	0.07900324	0.617263844	0.878623188	9.54E-02	1.24E-03	9.40E-02	9.72E-02	0.794551032	0.033135676	0.746666667	0.836700337	0.772047098	0.070196567	0.668776371	0.880555556	0.825971296	0.049651348	0.729641694	0.88547486	1.23E-01	1.08E-01	1.54E-02	2.32E-01	0.783892651	0.033441053	0.718271827	0.831152648	0.759680492	0.045932245	0.697707736	0.834793492	0.816634757	0.069882949	0.649837134	0.882246377	5.93E-02	0.001373129	0.058192078	lstm	0.6	0.5	hamming
